Instrution,Output
ပိုလီယိုရောဂါ၏ အဓိကရောဂါလက္ခဏာများကို ဖော်ပြပါ။,ပိုလီယိုရောဂါ၏ အဓိကရောဂါလက္ခဏာများမှာ ကြွက်သားအားနည်းခြင်း၊ လေဖြတ်ခြင်း၊ အဖျားတက်ခြင်း၊ လည်ပင်းတောင့်ခြင်းနှင့် ခေါင်းကိုက်ခြင်းတို့ဖြစ်သည်။
ပိုလီယိုရောဂါကို မည်သို့ရှာဖွေစစ်ဆေးသနည်း?,ဝမ်း သို့မဟုတ် လည်ချောင်းမှ နမူနာယူ၍ viral culture စစ်ဆေးခြင်း သို့မဟုတ် PCR test ပြုလုပ်ခြင်းဖြင့် ရှာဖွေစစ်ဆေးနိုင်သည်။
ပိုလီယိုရောဂါကို မည်သို့ကုသသနည်း?,ပိုလီယိုရောဂါအတွက် သီးခြားကုသမှုမရှိပါ။ ရောဂါလက္ခဏာများကို သက်သာစေရန် supportive care ပေးခြင်းဖြင့်သာ ကုသရသည်။
ပိုလီယိုရောဂါကို မည်သို့ကာကွယ်နိုင်သနည်း?,ကာကွယ်ဆေးထိုးခြင်းဖြင့် ပိုလီယိုရောဂါကို ထိရောက်စွာ ကာကွယ်နိုင်သည်။ OPV (oral polio vaccine) နှင့် IPV (inactivated polio vaccine) တို့ကို အသုံးပြုသည်။
Poliovirus ပိုး၏ ဇီဝဗေဒဆိုင်ရာ ထူးခြားချက်များကို ဖော်ပြပါ။,Poliovirus သည် enterovirus မျိုးနွယ်ဝင်ဖြစ်ပြီး၊ လူသားများတွင်သာ ကူးစက်တတ်သည်။ အစာအိမ်နှင့်အူလမ်းကြောင်းတွင် ပွားများပြီး အာရုံကြောစနစ်ကို တိုက်ခိုက်နိုင်သည်။
ပိုလီယိုရောဂါ၏ ဖြစ်စဉ်အဆင့်ဆင့်ကို ဖော်ပြပါ။,ရောဂါဖြစ်စဉ်တွင် inapparent infection၊ abortive poliomyelitis၊ non-paralytic poliomyelitis နှင့် paralytic poliomyelitis ဟူ၍ အဆင့်လေးဆင့် ပါဝင်သည်။
ပိုလီယိုရောဂါသည် မည်သည့်အသက်အရွယ်တွင် အန္တရာယ်အရှိဆုံးဖြစ်သနည်း?,ပိုလီယိုရောဂါသည် ငါးနှစ်အောက် ကလေးငယ်များတွင် အန္တရာယ်အရှိဆုံးဖြစ်သည်။ သို့သော် မည်သည့်အသက်အရွယ်တွင်မဆို ဖြစ်ပွားနိုင်သည်။
Poliovirus ပိုးကို ဓာတ်ခွဲခန်းတွင် မည်သို့မွေးမြူသနည်း?,Poliovirus ကို cell culture systems တွင် မွေးမြူသည်။ HeLa cells၊ Vero cells သို့မဟုတ် primary monkey kidney cells တို့ကို အသုံးပြုလေ့ရှိသည်။
ပိုလီယိုရောဂါ ဖြစ်ပွားမှုနှုန်းကို မည်သည့်အချက်များက သက်ရောက်မှုရှိသနည်း?,ကာကွယ်ဆေးထိုးနှံမှုနှုန်း၊ တစ်ကိုယ်ရေသန့်ရှင်းရေးအခြေအနေ၊ လူနေမှုအဆင့်အတန်းနှင့် ပတ်ဝန်းကျင်သန့်ရှင်းရေးအခြေအနေတို့က ရောဂါဖြစ်ပွားမှုနှုန်းကို သက်ရောက်မှုရှိသည်။
Post-polio syndrome ဆိုတာ ဘာလဲ?,Post-polio syndrome သည် ပိုလီယိုရောဂါဖြစ်ပွားပြီး နှစ်ပေါင်းများစွာကြာပြီးနောက် ပြန်လည်ဖြစ်ပွားသော ရောဂါလက္ခဏာများဖြစ်သည်။ ကြွက်သားအားနည်းခြင်း၊ ပင်ပန်းနွမ်းနယ်ခြင်းနှင့် နာကျင်ကိုက်ခဲခြင်းတို့ ပါဝင်သည်။
ပိုလီယိုရောဂါ ဖြစ်ပွားပြီးနောက် ခုခံအားရရှိပါသလား?,ပိုလီယိုရောဂါ ဖြစ်ပွားပြီးနောက် သက်ဆိုင်ရာ serotype အတွက် တစ်သက်တာခုခံအားရရှိသည်။ သို့သော် အခြား serotypes များအတွက် ခုခံအားမရှိပါ။
Poliovirus ပိုး၏ genome size က ဘယ်လောက်ရှိသလဲ?,Poliovirus ပိုး၏ genome size သည် ခန့်မှန်းခြေအားဖြင့် 7500 nucleotides ရှိသည်။
ပိုလီယိုရောဂါပိုးကို ပတ်ဝန်းကျင်တွင် မည်မျှကြာ အသက်ရှင်နိုင်သနည်း?,Poliovirus သည် ပတ်ဝန်းကျင်တွင် ရက်ပေါင်းများစွာ အသက်ရှင်နိုင်သည်။ အထူးသဖြင့် အေးမြသောအခြေအနေတွင် ပိုမိုကြာရှည်စွာ အသက်ရှင်နိုင်သည်။
ပိုလီယိုရောဂါနှင့် ပတ်သက်၍ သုတေသနပြုလုပ်နေသော နယ်ပယ်များကို ဖော်ပြပါ။,ပိုမိုကောင်းမွန်သော ကာကွယ်ဆေးများ ဖွံ့ဖြိုးတိုးတက်ရေး၊ ရောဂါပိုး၏ ဗီဇပြောင်းလဲမှုများကို လေ့လာခြင်း၊ post-polio syndrome အတွက် ကုသမှုနည်းလမ်းများ ရှာဖွေခြင်းနှင့် ကမ္ဘာလုံးဆိုင်ရာ ပိုလီယိုရောဂါ ပပျောက်ရေးအစီအစဉ်များ ချမှတ်ခြင်းတို့သည် လက်ရှိသုတေသနပြုလုပ်နေသော နယ်ပယ်များဖြစ်သည်။

ဝက်သက်ရောဂါဆိုတာဘာလဲ?,ဝက်သက်ရောဂါသည် measles virus ကြောင့်ဖြစ်ပွားသော အလွန်ကူးစက်လွယ်သောဗိုင်းရပ်စ်ရောဂါတစ်မျိုးဖြစ်သည်။ ၎င်းသည် အဖုအပိန့်ထွက်ခြင်း၊ အဖျားတက်ခြင်းနှင့် အသက်ရှူလမ်းကြောင်းဆိုင်ရာပြဿနာများ ဖြစ်ပေါ်စေသည်။
Measles virus ရဲ့ဖွဲ့စည်းပုံကဘယ်လိုရှိသလဲ?,Measles virus သည် Paramyxoviridae မိသားစုဝင် enveloped၊ single-stranded၊ negative-sense RNA ဗိုင်းရပ်စ်ဖြစ်သည်။ ၎င်းတွင် hemagglutinin (H) နှင့် fusion (F) protein များပါဝင်သည်။
ဝက်သက်ရောဂါဘယ်လိုကူးစက်ပျံ့နှံ့သလဲ?,ဝက်သက်ရောဂါသည် လေထဲမှ အစက်အမှုန်များ၊ ချောင်းဆိုးခြင်း၊ နှာချေခြင်းမှတစ်ဆင့် ကူးစက်ပျံ့နှံ့သည်။ ရောဂါပိုးရှိသူနှင့် နီးကပ်စွာထိတွေ့ခြင်းသည် အဓိကကူးစက်မှုနည်းလမ်းဖြစ်သည်။
ဝက်သက်ရောဂါရဲ့ရောဂါလက္ခဏာတွေကဘာတွေလဲ?,ရောဂါလက္ခဏာများတွင် အဖျားတက်ခြင်း၊ နှာရည်ယိုခြင်း၊ ချောင်းဆိုးခြင်း၊ မျက်စိနီရဲခြင်းနှင့် Koplik's spots ဟုခေါ်သော ပါးစပ်အတွင်းရှိ အဖြူကွက်များ ပါဝင်သည်။ နောက်ပိုင်းတွင် ထင်ရှားသောအဖုအပိန့်များ ထွက်ပေါ်လာသည်။
Measles virus က ခန္ဓာကိုယ်ထဲကိုဘယ်လိုဝင်ရောက်သလဲ?,Measles virus သည် အသက်ရှူလမ်းကြောင်းမှတစ်ဆင့် ခန္ဓာကိုယ်ထဲသို့ဝင်ရောက်သည်။ ၎င်းသည် CD150 (SLAM) receptor များနှင့် ချိတ်ဆက်ပြီး ဆဲလ်များထဲသို့ဝင်ရောက်သည်။ ထို့နောက် ဆဲလ်များကိုကူးစက်ပြီး ပွားများလာသည်။
